x,y,index
174, 142, 0
173, 143, 0
174, 143, 0
175, 143, 0
172, 144, 0
173, 144, 0
174, 144, 0
175, 144, 0
171, 145, 0
172, 145, 0
173, 145, 0
174, 145, 0
175, 145, 0
176, 145, 0
177, 145, 0
178, 145, 0
179, 145, 0
169, 146, 0
170, 146, 0
171, 146, 0
172, 146, 0
173, 146, 0
174, 146, 0
175, 146, 0
176, 146, 0
177, 146, 0
178, 146, 0
167, 147, 0
168, 147, 0
169, 147, 0
170, 147, 0
171, 147, 0
172, 147, 0
173, 147, 0
174, 147, 0
175, 147, 0
176, 147, 0
177, 147, 0
178, 147, 0
165, 148, 0
166, 148, 0
167, 148, 0
168, 148, 0
169, 148, 0
170, 148, 0
171, 148, 0
172, 148, 0
173, 148, 0
174, 148, 0
175, 148, 0
176, 148, 0
177, 148, 0
178, 148, 0
165, 149, 0
166, 149, 0
167, 149, 0
168, 149, 0
169, 149, 0
170, 149, 0
171, 149, 0
172, 149, 0
173, 149, 0
174, 149, 0
175, 149, 0
176, 149, 0
177, 149, 0
165, 150, 0
166, 150, 0
167, 150, 0
168, 150, 0
169, 150, 0
170, 150, 0
171, 150, 0
172, 150, 0
173, 150, 0
174, 150, 0
175, 150, 0
176, 150, 0
177, 150, 0
178, 150, 0
165, 151, 0
166, 151, 0
167, 151, 0
168, 151, 0
169, 151, 0
170, 151, 0
171, 151, 0
172, 151, 0
173, 151, 0
174, 151, 0
175, 151, 0
176, 151, 0
177, 151, 0
178, 151, 0
165, 152, 0
166, 152, 0
167, 152, 0
168, 152, 0
169, 152, 0
170, 152, 0
171, 152, 0
172, 152, 0
173, 152, 0
174, 152, 0
175, 152, 0
176, 152, 0
177, 152, 0
178, 152, 0
165, 153, 0
166, 153, 0
167, 153, 0
168, 153, 0
169, 153, 0
170, 153, 0
171, 153, 0
172, 153, 0
173, 153, 0
174, 153, 0
175, 153, 0
176, 153, 0
177, 153, 0
178, 153, 0
165, 154, 0
166, 154, 0
167, 154, 0
168, 154, 0
169, 154, 0
170, 154, 0
171, 154, 0
172, 154, 0
173, 154, 0
174, 154, 0
175, 154, 0
176, 154, 0
177, 154, 0
178, 154, 0
179, 154, 0
180, 154, 0
181, 154, 0
165, 155, 0
166, 155, 0
167, 155, 0
168, 155, 0
169, 155, 0
170, 155, 0
171, 155, 0
172, 155, 0
173, 155, 0
174, 155, 0
175, 155, 0
176, 155, 0
177, 155, 0
178, 155, 0
179, 155, 0
180, 155, 0
181, 155, 0
182, 155, 0
183, 155, 0
184, 155, 0
165, 156, 0
166, 156, 0
167, 156, 0
168, 156, 0
169, 156, 0
170, 156, 0
171, 156, 0
172, 156, 0
173, 156, 0
174, 156, 0
175, 156, 0
176, 156, 0
177, 156, 0
178, 156, 0
179, 156, 0
180, 156, 0
181, 156, 0
182, 156, 0
183, 156, 0
184, 156, 0
185, 156, 0
186, 156, 0
165, 157, 0
166, 157, 0
167, 157, 0
168, 157, 0
169, 157, 0
170, 157, 0
171, 157, 0
172, 157, 0
173, 157, 0
174, 157, 0
175, 157, 0
176, 157, 0
177, 157, 0
178, 157, 0
179, 157, 0
180, 157, 0
181, 157, 0
182, 157, 0
165, 158, 0
166, 158, 0
167, 158, 0
168, 158, 0
169, 158, 0
170, 158, 0
171, 158, 0
172, 158, 0
173, 158, 0
174, 158, 0
175, 158, 0
176, 158, 0
177, 158, 0
178, 158, 0
179, 158, 0
180, 158, 0
165, 159, 0
166, 159, 0
167, 159, 0
168, 159, 0
169, 159, 0
170, 159, 0
171, 159, 0
172, 159, 0
173, 159, 0
174, 159, 0
175, 159, 0
176, 159, 0
177, 159, 0
178, 159, 0
179, 159, 0
165, 160, 0
166, 160, 0
167, 160, 0
168, 160, 0
169, 160, 0
170, 160, 0
171, 160, 0
172, 160, 0
173, 160, 0
174, 160, 0
175, 160, 0
176, 160, 0
177, 160, 0
178, 160, 0
165, 161, 0
166, 161, 0
167, 161, 0
168, 161, 0
169, 161, 0
170, 161, 0
171, 161, 0
172, 161, 0
173, 161, 0
174, 161, 0
175, 161, 0
176, 161, 0
177, 161, 0
165, 162, 0
166, 162, 0
167, 162, 0
168, 162, 0
169, 162, 0
170, 162, 0
171, 162, 0
172, 162, 0
173, 162, 0
174, 162, 0
175, 162, 0
176, 162, 0
165, 163, 0
166, 163, 0
167, 163, 0
168, 163, 0
169, 163, 0
170, 163, 0
171, 163, 0
172, 163, 0
173, 163, 0
174, 163, 0
175, 163, 0
176, 163, 0
165, 164, 0
166, 164, 0
167, 164, 0
168, 164, 0
169, 164, 0
170, 164, 0
171, 164, 0
172, 164, 0
173, 164, 0
174, 164, 0
175, 164, 0
165, 165, 0
166, 165, 0
167, 165, 0
168, 165, 0
169, 165, 0
170, 165, 0
171, 165, 0
172, 165, 0
173, 165, 0
174, 165, 0
165, 166, 0
166, 166, 0
167, 166, 0
168, 166, 0
169, 166, 0
170, 166, 0
171, 166, 0
172, 166, 0
173, 166, 0
165, 167, 0
166, 167, 0
167, 167, 0
168, 167, 0
169, 167, 0
170, 167, 0
171, 167, 0
172, 167, 0
165, 168, 0
166, 168, 0
167, 168, 0
168, 168, 0
169, 168, 0
170, 168, 0
171, 168, 0
165, 169, 0
166, 169, 0
167, 169, 0
168, 169, 0
169, 169, 0
170, 169, 0
171, 169, 0
165, 170, 0
166, 170, 0
167, 170, 0
168, 170, 0
169, 170, 0
170, 170, 0
165, 171, 0
166, 171, 0
167, 171, 0
168, 171, 0
169, 171, 0
43, 115, 1
44, 115, 1
45, 115, 1
41, 116, 1
42, 116, 1
43, 116, 1
44, 116, 1
45, 116, 1
46, 116, 1
47, 116, 1
39, 117, 1
40, 117, 1
41, 117, 1
42, 117, 1
43, 117, 1
44, 117, 1
45, 117, 1
46, 117, 1
47, 117, 1
48, 117, 1
49, 117, 1
37, 118, 1
38, 118, 1
39, 118, 1
40, 118, 1
41, 118, 1
42, 118, 1
43, 118, 1
44, 118, 1
45, 118, 1
46, 118, 1
47, 118, 1
48, 118, 1
49, 118, 1
50, 118, 1
51, 118, 1
36, 119, 1
37, 119, 1
38, 119, 1
39, 119, 1
40, 119, 1
41, 119, 1
42, 119, 1
43, 119, 1
44, 119, 1
45, 119, 1
46, 119, 1
47, 119, 1
48, 119, 1
49, 119, 1
50, 119, 1
51, 119, 1
52, 119, 1
34, 120, 1
35, 120, 1
36, 120, 1
37, 120, 1
38, 120, 1
39, 120, 1
40, 120, 1
41, 120, 1
42, 120, 1
43, 120, 1
44, 120, 1
45, 120, 1
46, 120, 1
47, 120, 1
48, 120, 1
49, 120, 1
50, 120, 1
34, 121, 1
35, 121, 1
36, 121, 1
37, 121, 1
38, 121, 1
39, 121, 1
40, 121, 1
41, 121, 1
42, 121, 1
43, 121, 1
44, 121, 1
45, 121, 1
46, 121, 1
47, 121, 1
48, 121, 1
49, 121, 1
50, 121, 1
33, 122, 1
34, 122, 1
35, 122, 1
36, 122, 1
37, 122, 1
38, 122, 1
39, 122, 1
40, 122, 1
41, 122, 1
42, 122, 1
43, 122, 1
44, 122, 1
45, 122, 1
46, 122, 1
47, 122, 1
48, 122, 1
49, 122, 1
50, 122, 1
32, 123, 1
33, 123, 1
34, 123, 1
35, 123, 1
36, 123, 1
37, 123, 1
38, 123, 1
39, 123, 1
40, 123, 1
41, 123, 1
42, 123, 1
43, 123, 1
44, 123, 1
45, 123, 1
46, 123, 1
47, 123, 1
48, 123, 1
49, 123, 1
50, 123, 1
51, 123, 1
32, 124, 1
33, 124, 1
34, 124, 1
35, 124, 1
36, 124, 1
37, 124, 1
38, 124, 1
39, 124, 1
40, 124, 1
41, 124, 1
42, 124, 1
43, 124, 1
44, 124, 1
45, 124, 1
46, 124, 1
47, 124, 1
48, 124, 1
49, 124, 1
50, 124, 1
51, 124, 1
32, 125, 1
33, 125, 1
34, 125, 1
35, 125, 1
36, 125, 1
37, 125, 1
38, 125, 1
39, 125, 1
40, 125, 1
41, 125, 1
42, 125, 1
43, 125, 1
44, 125, 1
45, 125, 1
46, 125, 1
47, 125, 1
48, 125, 1
49, 125, 1
50, 125, 1
51, 125, 1
31, 126, 1
32, 126, 1
33, 126, 1
34, 126, 1
35, 126, 1
36, 126, 1
37, 126, 1
38, 126, 1
39, 126, 1
40, 126, 1
41, 126, 1
42, 126, 1
43, 126, 1
44, 126, 1
45, 126, 1
46, 126, 1
47, 126, 1
48, 126, 1
49, 126, 1
50, 126, 1
51, 126, 1
32, 127, 1
33, 127, 1
34, 127, 1
35, 127, 1
36, 127, 1
37, 127, 1
38, 127, 1
39, 127, 1
40, 127, 1
41, 127, 1
42, 127, 1
43, 127, 1
44, 127, 1
45, 127, 1
46, 127, 1
47, 127, 1
48, 127, 1
49, 127, 1
50, 127, 1
32, 128, 1
33, 128, 1
34, 128, 1
35, 128, 1
36, 128, 1
37, 128, 1
38, 128, 1
39, 128, 1
40, 128, 1
41, 128, 1
42, 128, 1
43, 128, 1
44, 128, 1
45, 128, 1
46, 128, 1
47, 128, 1
48, 128, 1
49, 128, 1
50, 128, 1
32, 129, 1
33, 129, 1
34, 129, 1
35, 129, 1
36, 129, 1
37, 129, 1
38, 129, 1
39, 129, 1
40, 129, 1
41, 129, 1
42, 129, 1
43, 129, 1
44, 129, 1
45, 129, 1
46, 129, 1
47, 129, 1
48, 129, 1
32, 130, 1
33, 130, 1
34, 130, 1
35, 130, 1
36, 130, 1
37, 130, 1
38, 130, 1
39, 130, 1
40, 130, 1
41, 130, 1
42, 130, 1
43, 130, 1
44, 130, 1
45, 130, 1
46, 130, 1
47, 130, 1
35, 131, 1
36, 131, 1
37, 131, 1
38, 131, 1
39, 131, 1
40, 131, 1
41, 131, 1
42, 131, 1
43, 131, 1
44, 131, 1
45, 131, 1
38, 132, 1
39, 132, 1
40, 132, 1
41, 132, 1
42, 132, 1
43, 132, 1
28, 132, 2
29, 132, 2
30, 132, 2
31, 132, 2
32, 132, 2
28, 133, 2
29, 133, 2
30, 133, 2
31, 133, 2
32, 133, 2
33, 133, 2
28, 134, 2
29, 134, 2
30, 134, 2
31, 134, 2
32, 134, 2
33, 134, 2
34, 134, 2
28, 135, 2
29, 135, 2
30, 135, 2
31, 135, 2
32, 135, 2
33, 135, 2
34, 135, 2
35, 135, 2
28, 136, 2
29, 136, 2
30, 136, 2
31, 136, 2
32, 136, 2
33, 136, 2
34, 136, 2
35, 136, 2
36, 136, 2
28, 137, 2
29, 137, 2
30, 137, 2
31, 137, 2
32, 137, 2
33, 137, 2
34, 137, 2
35, 137, 2
36, 137, 2
28, 138, 2
29, 138, 2
30, 138, 2
31, 138, 2
32, 138, 2
33, 138, 2
34, 138, 2
35, 138, 2
