x,y,index
0, 0, 2
1, 0, 2
2, 0, 2
3, 0, 2
4, 0, 2
5, 0, 4
6, 0, 4
7, 0, 4
8, 0, 4
9, 0, 4
10, 0, 4
11, 0, 4
12, 0, 4
13, 0, 4
14, 0, 4
15, 0, 4
16, 0, 4
17, 0, 4
18, 0, 4
19, 0, 4
20, 0, 4
21, 0, 4
22, 0, 4
23, 0, 4
24, 0, 7
25, 0, 7
26, 0, 7
27, 0, 7
28, 0, 6
29, 0, 6
30, 0, 6
31, 0, 6
32, 0, 6
33, 0, 6
34, 0, 6
35, 0, 6
36, 0, 6
37, 0, 6
38, 0, 6
39, 0, 6
40, 0, 6
41, 0, 6
42, 0, 6
43, 0, 6
44, 0, 6
45, 0, 6
46, 0, 6
47, 0, 6
48, 0, 6
49, 0, 6
0, 1, 2
1, 1, 2
2, 1, 2
3, 1, 2
4, 1, 2
5, 1, 2
6, 1, 4
7, 1, 4
8, 1, 4
9, 1, 4
10, 1, 4
11, 1, 4
12, 1, 4
13, 1, 4
14, 1, 4
15, 1, 4
16, 1, 4
17, 1, 4
18, 1, 4
19, 1, 4
20, 1, 4
21, 1, 4
22, 1, 4
23, 1, 7
24, 1, 7
25, 1, 7
26, 1, 7
27, 1, 7
28, 1, 7
29, 1, 7
30, 1, 7
31, 1, 6
32, 1, 6
33, 1, 6
34, 1, 6
35, 1, 6
36, 1, 6
37, 1, 6
38, 1, 6
39, 1, 6
40, 1, 6
41, 1, 6
42, 1, 6
43, 1, 6
44, 1, 6
45, 1, 6
46, 1, 6
47, 1, 6
48, 1, 6
49, 1, 6
0, 2, 2
1, 2, 2
2, 2, 2
3, 2, 2
4, 2, 2
5, 2, 2
6, 2, 2
7, 2, 4
8, 2, 4
9, 2, 4
10, 2, 4
11, 2, 4
12, 2, 4
13, 2, 4
14, 2, 4
15, 2, 4
16, 2, 4
17, 2, 4
18, 2, 4
19, 2, 4
20, 2, 4
21, 2, 4
22, 2, 4
23, 2, 7
24, 2, 7
25, 2, 7
26, 2, 7
27, 2, 7
28, 2, 7
29, 2, 7
30, 2, 7
31, 2, 7
32, 2, 6
33, 2, 6
34, 2, 6
35, 2, 6
36, 2, 6
37, 2, 6
38, 2, 6
39, 2, 6
40, 2, 6
41, 2, 6
42, 2, 6
43, 2, 6
44, 2, 6
45, 2, 6
46, 2, 6
47, 2, 6
48, 2, 6
49, 2, 6
0, 3, 2
1, 3, 2
2, 3, 2
3, 3, 2
4, 3, 2
5, 3, 2
6, 3, 2
7, 3, 2
8, 3, 4
9, 3, 4
10, 3, 4
11, 3, 4
12, 3, 4
13, 3, 4
14, 3, 4
15, 3, 4
16, 3, 4
17, 3, 4
18, 3, 4
19, 3, 4
20, 3, 4
21, 3, 4
22, 3, 4
23, 3, 7
24, 3, 7
25, 3, 7
26, 3, 7
27, 3, 7
28, 3, 7
29, 3, 7
30, 3, 7
31, 3, 7
32, 3, 6
33, 3, 6
34, 3, 6
35, 3, 6
36, 3, 6
37, 3, 6
38, 3, 6
39, 3, 6
40, 3, 6
41, 3, 6
42, 3, 6
43, 3, 6
44, 3, 6
45, 3, 6
46, 3, 6
47, 3, 6
48, 3, 6
49, 3, 6
0, 4, 2
1, 4, 2
2, 4, 2
3, 4, 2
4, 4, 2
5, 4, 2
6, 4, 2
7, 4, 2
8, 4, 2
9, 4, 4
