x,y,index
39, 3, 0
40, 3, 0
41, 3, 0
42, 3, 0
43, 3, 0
44, 3, 0
45, 3, 0
46, 3, 0
47, 3, 0
48, 3, 0
39, 4, 0
40, 4, 0
41, 4, 0
42, 4, 0
43, 4, 0
44, 4, 0
45, 4, 0
46, 4, 0
47, 4, 0
48, 4, 0
39, 5, 0
40, 5, 0
41, 5, 0
42, 5, 0
43, 5, 0
44, 5, 0
45, 5, 0
46, 5, 0
47, 5, 0
48, 5, 0
39, 6, 0
40, 6, 0
41, 6, 0
42, 6, 0
43, 6, 0
44, 6, 0
45, 6, 0
46, 6, 0
47, 6, 0
48, 6, 0
39, 7, 0
40, 7, 0
41, 7, 0
42, 7, 0
43, 7, 0
44, 7, 0
45, 7, 0
46, 7, 0
47, 7, 0
48, 7, 0
39, 8, 0
40, 8, 0
41, 8, 0
42, 8, 0
43, 8, 0
44, 8, 0
45, 8, 0
46, 8, 0
47, 8, 0
48, 8, 0
39, 9, 0
40, 9, 0
41, 9, 0
42, 9, 0
43, 9, 0
44, 9, 0
45, 9, 0
46, 9, 0
47, 9, 0
48, 9, 0
39, 10, 0
40, 10, 0
41, 10, 0
42, 10, 0
43, 10, 0
44, 10, 0
45, 10, 0
46, 10, 0
47, 10, 0
48, 10, 0
0, 38, 1
1, 38, 1
2, 38, 1
3, 38, 1
4, 38, 1
5, 38, 1
6, 38, 1
7, 38, 1
8, 38, 1
9, 38, 1
10, 38, 1
11, 38, 1
12, 38, 1
13, 38, 1
14, 38, 1
15, 38, 1
16, 38, 1
17, 38, 1
18, 38, 1
19, 38, 1
20, 38, 1
21, 38, 1
22, 38, 1
23, 38, 1
24, 38, 1
25, 38, 1
26, 38, 1
27, 38, 1
28, 38, 1
29, 38, 1
30, 38, 1
31, 38, 1
32, 38, 1
33, 38, 1
34, 38, 1
35, 38, 1
36, 38, 1
0, 39, 1
1, 39, 1
2, 39, 1
3, 39, 1
4, 39, 1
5, 39, 1
6, 39, 1
7, 39, 1
8, 39, 1
9, 39, 1
10, 39, 1
11, 39, 1
12, 39, 1
13, 39, 1
14, 39, 1
15, 39, 1
